video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/shorts/fSvGAUf9Hzk,/@Greencaffeine,Green Caffeine Matcha,How to make Matcha the traditional Japanese way 🇯🇵,1.7M,3 years,This is how you prepare matcha ceremonies the traditional Japanese way first you will need to soak the bamboo whisk in warm ...,2026-01-15 23:32:38.650860
/shorts/ybldXtndvYE,/@matchaleo,Leo Li ,How to make matcha tea properly!,1.5M,2 years,This is how to prepare matcha correctly at home! 1. Sift 1-2 teaspoons of matcha to remove clumps. 2. Heat water to just below ...,2026-01-15 23:32:38.652473
/shorts/fc500-ky7VM,/@EpicGlobeExplorers,Epic Globe Explorers,Japanese Tea Ceremony Explained: The Beauty of Sadō & Matcha 🍵✨,42K,10 months,Japanese Tea Ceremony Explained: The Beauty of Sadō & Matcha ✨ The Japanese Tea Ceremony (Sadō or Chadō) is more ...,2026-01-15 23:32:38.654747
/shorts/Cb-7gFor8p4,/@cuppabeans,Angus Wan,How to use a new matcha whisk,54M,2 years,It's time to use my new matcha whisk! Make sure you remember to soak the whisk in hot water to soften and expand the bristles ...,2026-01-15 23:32:38.657127
/shorts/4SIh6qp0ZIA,/@JapanbyFood,Japan by Food,What Actually Happens in a Japanese Tea Ceremony,38K,10 months,"The Japanese tea ceremony, or ""sado,"" is more than just drinking matcha. It's a deeply spiritual rite that involves intricate, ...",2026-01-15 23:32:38.658435
/shorts/7A5ulivlTW4,/@Matchacom,Matcha,usucha and koicha | 2 different ways to prepare matcha,79K,1 year,"Usucha vs Koicha | On Tea Day, we're sharing two different ways you can prepare a traditional cup of matcha— usucha and ...",2026-01-15 23:32:38.661481
/watch?v=KfDTuNyup9Y&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@TastyJapan,Tasty Japan,茶道 - Japanese Tea Ceremony -,1.3M,7 years,茶道 - Japanese Tea Ceremony - 撮影協力： 茶 岡野園 http://okano-en.com/,2026-01-15 23:32:38.662985
/shorts/tNg4Y0TDyxE,/@wheninmanila,WhenInManila,How to make MATCHA the authentic Japanese way! 7 easy steps to make matcha,3.3K,5 months,How to make MATCHA the authentic Japanese way! 7 easy steps to make matcha. @wheninmanila went to Tokyo to take this ...,2026-01-15 23:32:38.664752
/watch?v=y12U5tHqwqU&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@loginnjp,Login.jp_,ambient mix at matcha tea ceremony l login.jp l milcrème l chill performative experimental,40K,5 months,"In recent years, Japanese tea — especially matcha — has found viral fame around the world. But beyond the trend lies 茶道 ...",2026-01-15 23:32:38.667590
/watch?v=FP0aHDpfy2I&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@OchaCo,Ocha & Co.,Ocha & Co Japanese Matcha,13K,3 years,"When it comes to Japanese matcha it's all about the high quality at affordable prices. Ocha & Co matcha is clean, fresh, and taste ...",2026-01-15 23:32:38.668969
/watch?v=mXad4p5fKms&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@theteacrane,The Tea Crane,FIRST PERSON ASMR Japanese Tea Ceremony No Talking,107K,5 years,Watch this ASMR Japanese Tea Ceremony from the first person perspective of your host Follow the motions of the host as if you ...,2026-01-15 23:32:38.670144
/watch?v=Z66ou1pfTOE&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@GaijinPot,GaijinPot,How To Experience A Traditional Japanese Tea Ceremony | Chado/Sado,26K,2 years,How To Experience Traditional Japanese Tea Ceremony | Chado/Sado Heidi & Shelley experience making and tasting authentic ...,2026-01-15 23:32:38.674007
/watch?v=oU9xEuDZE54&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@LetsaskShogo,"Let's ask Shogo | Katana, Budo, & Kimono",What is the Goal & Purpose of Japanese Tea Ceremony?,51K,4 years,"You might have heard that tea ceremonies are a way to train mentally, and learn manners and respect. But many people including ...",2026-01-15 23:32:38.675776
/watch?v=lL9BiNuImws&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@Lucy_Peel,Lucy Peel,Traditional Japanese Tea Ceremony,646K,13 years,As featured on http://lucypeel.com/2012/06/11/japan/ Presented at the Hotel Okura in Tokyo.,2026-01-15 23:32:38.677116
/shorts/XlW3iIkNs0I,/@Nioteas,Nioteas TV,How Much Matcha should you use #shorts,2.5M,3 years,Save Big on Matcha and Get Free Shipping Worldwide! http://tinyurl.com/2d6bmyfc ...,2026-01-15 23:32:38.678354
/watch?v=XG7530N162I&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@loveaila,"Love, Aila","Best Matcha Experience in Kyoto 💚 Matcha Tea Ceremony, Uji day trip, Cherry blossoms 🌸",1.4K,8 months,Matcha tea ceremony and a day in Uji were two of the best experiences we had in Kyoto. As a big matchalover these have been in ...,2026-01-15 23:32:38.682170
/watch?v=ECZSY9iiSi4&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@kimonoteaceremonykyotomaik1737,Kimono Tea Ceremony MAIKOYA,"Tea Ceremony Kyoto Maikoya Teahouse, 2021",79K,4 years,"Kimono Tea Ceremony Maikoya is a leading provider of Japanese cultural experiences, with branches in Kyoto, Tokyo, and ...",2026-01-15 23:32:38.683373
/shorts/VRgo5oclZ48,/@OYUCeramics,OYU Ceramics,The Art of Matcha: A Journey into Japanese Tradition #greentea #matchatea,16K,1 year,"In the rush of daily life, it's essential to find moments of calm and reflection. The traditional Japanese matcha ceremony offers just ...",2026-01-15 23:32:38.684749
/watch?v=A1AJJhxWk5Y&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9uedIHCQlNCgGHKiGM7w%3D%3D,/@wkimono,ワカモノキモノ 和の学び Wakamono Kimono Lab,How to drink matcha tea at tea ceremony,1.7K,6 years,You don't know how to behave if you're invited to a tea ceremony? That's alright. Let's learn how to drink matcha tea at tea ...,2026-01-15 23:32:38.686435
/shorts/B4ccemTLTbQ,/@TpercentMatcha,Jack - Matcha Sensei (T%),How to make matcha in the traditional Japanese way?,6.7K,8 months,This is the How-to series. How to Make Matcha in the Traditional Japanese Way? Discover the art of making matcha just like ...,2026-01-15 23:32:38.688975
/watch?v=gUtNmbZACao&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@SugimotoAmerica,Sugimoto Tea Company,Ceremonial Matcha 【抹茶・お点前】,4.1K,4 years,Matcha 101 by Sugimoto Tea Company https://www.sugimotousa.com/matcha All items in the video are available from our online ...,2026-01-15 23:32:46.507933
/watch?v=bjsv1Ix3Bgk&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@Nioteas,Nioteas TV,Perfect Matcha Every Time in Just 4 Steps,244K,3 years,... Tea Ceremony 01:22 Different Tea Utensils 03:46 The Steps of the Japanese Tea Ceremony 06:10 Drinking the Matcha Tea ...,2026-01-15 23:32:46.511074
/watch?v=Kzemx7VTSi8&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@SamuraiMatcha,Samurai Matcha,7 ways to be happy and positive through tea ceremony  (chanoyu)🇯🇵.,73K,3 years,"Recently, many people asked me ""How can you be so positive and happy in this crazy world?"" I think there are a bunch of reasons ...",2026-01-15 23:32:46.512796
/shorts/uJrTGEs2h1c,/@StephSheTravels,Steph She,How to Make Matcha Latte at Home. Traditional Japanese Tea Ceremony,3K,1 year,Sharing my experience as a black woman travel vlogger in Japan. Check out my Japan playlist for more Japan travel tips and ...,2026-01-15 23:32:46.517256
/shorts/zBU0v9F-zD4,/@cuppabeans,Angus Wan,Grinding my own matcha in Japan!,18M,1 year,I ground my own matcha in Japan! This was one of my favourite experiences from the trip and being a heavy matcha drinker ...,2026-01-15 23:32:46.518652
/shorts/5G7v425BC-s,/@GaijinPot,GaijinPot,Traditional Japanese Tea Ceremony ASMR,175K,2 years,Check out how a real Japanese tea ceremony goes while listening to every detail as if you were there. Full video on our channel!,2026-01-15 23:32:46.520495
/shorts/QTEo7dwEwes,/@LetsaskShogo,"Let's ask Shogo | Katana, Budo, & Kimono",Why a Tea Ceremony Takes 4 HOURS #Shorts,117K,3 years,"Whenever I explain that an official tea ceremony takes 4 hours, a lot of people are super surprised. It's probably because many ...",2026-01-15 23:32:46.521784
/watch?v=yqrONBMYEa8&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@skybeastie,Sky,DRINKING LIKE A SAMURAI? Japanese Matcha Tea Ceremony In Los Angeles,185,1 year,"Hey everyone! Today, I had the incredible opportunity to attend my very first Japanese tea ceremony (茶道 - sado)!",2026-01-15 23:32:46.525823
/watch?v=BPMd-l3LIkM&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@ItsMarkAndSarah,Mark & Sarah,Japanese tea ceremony in Kimono┊The best experience!┊Things to do in Kyoto - Part Four┊Mark & Sarah,1K,1 year,"Japanese Tea Ceremony in Kimono - Kyoto Adventures Part Four In this vlog, we take part in one of Kyoto's most traditional ...",2026-01-15 23:32:46.527004
/shorts/z2guIrCGeQw,/@Viator,Viator,Tea Making Ceremony in Japan,67K,2 years,Immerse yourself in Japanese culture with this tea ceremony Visit us as: https://www.viator.com/book Watch our videos for travel ...,2026-01-15 23:32:46.529727
/watch?v=rzgo6O-dI_Q&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9uedIHCQlNCgGHKiGM7w%3D%3D,/@GlenAndMado,Glen And Mado ,OUR INSANE DAY IN KYOTO! Matcha Tea Ceremony - Nishiki Market - Pontocho Alley | Japan 🇯🇵,15K,1 year,"Let's take you on an adventure within Kyoto to the other side, where we start our journey at a matcha tea ceremony followed by ...",2026-01-15 23:32:46.534152
/shorts/AqGm_sxFOQk,/@cuppabeans,Angus Wan,Testing a new matcha tea set,599K,1 year,Check out my brand new matcha set I never tried out. Matcha.tea interesting a little bit of hot water I watered my whisk so it's ready ...,2026-01-15 23:32:46.535570
/shorts/DAOGX2dDAc8,/@LetsaskShogo,"Let's ask Shogo | Katana, Budo, & Kimono",How Matcha is Actually Served in Tea Ceremony | Check Pinned Comment for More #Shorts,143K,4 years,Watch the Full Video▽ https://youtu.be/peHUAD_sFtU ▽Related videos in this channel▽ -Stroll Through the Heart of Kyoto ...,2026-01-15 23:32:46.537099
/shorts/uBZl6rjPohw,/@moresavorygoods,More Savory Goods,Tea ceremony from Martiny’s #shorts #matcha #cocktail,6.1K,2 years,"Tea ceremony whisky, creme de cacao, coconut water, matcha The Tea Ceremony from Martinys. Matcha is whisked with warm ...",2026-01-15 23:32:46.538443
/shorts/kuta2s629_U,/@marigoesabroad,Mari Goes Abroad,A peek into a Japanese tea ceremony tour #japan #travel,53K,2 years,"The concept of ichi-go ichi-e (一期一会), the fact that any moment in life can't be repeated, really struck me and I'd love to keep that ...",2026-01-15 23:32:46.543028
/shorts/GyZT9XE9NZc,/@moresavorygoods,More Savory Goods,My favorite matcha cocktail #shorts #matcha #whisky,24K,10 months,"Tea Ceremony Whisky, White Creme de Cacao, Coconut Water, Matcha My favorite matcha cocktail comes from Takuma ...",2026-01-15 23:32:54.452686
/shorts/7C-AQI1Q-iQ,/@LetsaskShogo,"Let's ask Shogo | Katana, Budo, & Kimono",Are There Any Male Tea Ceremony Masters? #Shorts,75K,2 years,"From the images you see of tea ceremonies you might feel that it's mainly done by women, but it was originally a culture for men.",2026-01-15 23:32:54.455580
/shorts/Oeh3hjICjCc,/@vicky.umeshu,Vicky umeshu,How to Perform a Matcha Tea Ceremony at Home 🍵✨,1.8K,1 year,Experience the tranquility of a traditional Japanese matcha tea ceremony right in your home! Follow these simple steps to enjoy a ...,2026-01-15 23:32:54.456822
/shorts/27-w3bb_emo,/@KengoNishikawa,MatchaDad from Japan,$70 vs $5 Matcha Whisks: The Shocking Truth Japanese Artisans Revealed… #matcha #japaneseculture,69K,10 months,Takayama Chasen: https://emptea.co/products/takayama-shin-kazuho-for-emptea-matcha-whisk-chasen-%E7%9C%9F Looking ...,2026-01-15 23:32:54.459228
/shorts/B79LsOY-mKs,/@jtce,Japanese Tea Ceremony Evangelist.,Basic movements of the Japanese tea ceremony [handling of silk cloth - fukusa] Matcha tea #shorts,1.7K,3 years,"I started the tea ceremony when I was around 3 years old. Now I am a tea ceremony teacher. In this channel, I will provide ...",2026-01-15 23:32:54.463831
/shorts/0B8_QiBH294,/@Nioteas,Nioteas TV,Koicha in the Japanese Tea Ceremony #shorts,35K,4 years,Save Big on Matcha and Get Free Shipping Worldwide! http://tinyurl.com/29yzet45.,2026-01-15 23:32:54.465049
/watch?v=N62KlvhdA54&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@JREClips,JRE Clips,Dr. Andrew Weil Explains the Benefits of Matcha Tea to Joe Rogan,500K,7 years,Taken from Joe Rogan Experience #1213: https://youtu.be/WjYYdMNUXF8.,2026-01-15 23:32:54.467337
/watch?v=WtykfpUDssU&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9uedIHCQlNCgGHKiGM7w%3D%3D,/@Nioteas,Nioteas TV,"Japanese Tea Ceremony Guide - Tea Ceremony Philosophy, Steps and More",5.7K,7 months,Get Our Book Matcha Masterclass for Free When You Sign Up https://tinyurl.com/28rbj69j ...,2026-01-15 23:32:54.469255
/shorts/Kg9-zHa1iPo,/@Nioteas,Nioteas TV,How much matcha do they use in the tea ceremony? #teaceremony,1.3K,2 years,Save big on premium matcha and sencha tea: https://nioteas.com.,2026-01-15 23:32:54.471737
/watch?v=aNsgq00w-Y0&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@passionformatcha7646,Passion For Matcha,What is a Traditional Japanese Matcha Green Tea Ceremony? How Does a Tea Ceremony Work?,98,4 years,In this video I talk about how a traditional Japanese tea ceremony works. How does a Matcha tea ceremony work? Visit us on ...,2026-01-15 23:32:54.473827
/watch?v=pBC24FavIs8&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@Viator,Viator,Experience a Japanese Tea Ceremony in a Kimono in Japan,17K,6 years,"Don a kimono and learn about the history of the Japanese tea ceremony with this traditional experience in Kyoto or Osaka, Japan.",2026-01-15 23:32:54.475220
/watch?v=DzzAQU-D3IE&pp=ygUTbWF0Y2hhIHRlYSBjZXJlbW9ueQ%3D%3D,/@OchaCo,Ocha & Co.,Japanese Matcha Tea Ceremony -  More casual style,1.1K,4 years,A more casual style of Japanese matcha tea ceremony is becoming popular in Japan. ✓ BUY A TAKAYAMA MATCHA WHISK ...,2026-01-15 23:32:54.477715
